38,1,"NOF","20140815-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,08/15/2014,1030,0,"rnetz",
38,1,"NOF","20140715-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,07/15/2014,1030,0,"rnetz",
38,1,"NOF","20140615-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,06/15/2014,0800,0,"Rnetz",
38,1,"NOF","20140515-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,05/15/2014,0800,0,"Rnetz",
38,1,"NOF","20140415-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,04/15/2014,0800,0,"Rnetz",
38,1,"NOF","20140315-F",11,"",0.000000,"GPM",0.000000,"",,,"",,,03/15/2014,0800,0,"Rnetz",
38,1,"NOF","20140215-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,02/15/2014,0800,0,"Rnetz",
38,1,"NOF","20140115-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,01/15/2014,0800,0,"Rnetz",
38,1,"NOF","20131215-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,12/15/2013,0900,0,"Rnetz",
38,1,"NOF","20131115-J",11,"",0.000000,"GPM",0.000000,"",,,"",,,11/15/2013,0900,0,"Rnetz",
38,1,"NOF","20131015-B",11,"",0.000000,"GPM",0.000000,"",,,"",,,10/15/2013,0900,0,"Rnetz",
38,1,"NOF","20130915-A",11,"",0.000000,"GPM",0.000000,"",,,"",,,09/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130815-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,08/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130715-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,07/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130615-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,06/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130515-B",11,"",0.000000,"GPM",0.000000,"",,,"",,,05/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130415-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,04/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130315-F",11,"",0.000000,"GPM",0.000000,"",,,"",,,03/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130215-I",11,"",0.000000,"GPM",0.000000,"",,,"",,,02/15/2013,0800,0,"Rnetz",
38,1,"NOF","20130115-K",11,"",0.000000,"GPM",0.000000,"",,,"",,,01/15/2013,0800,0,"Rnetz",
38,1,"NOF","20121215-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,12/15/2012,0800,0,"Rnetz",
38,1,"NOF","20121115-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,11/15/2012,0800,0,"Rnetz",
38,1,"NOF","20121015-8",11,"",0.000000,"GPM",0.000000,"",,,"",,,10/15/2012,0800,0,"Rnetz",
38,1,"NOF","20120915-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,09/15/2012,0800,0,"R Netz",
38,1,"NOF","20120815-B",11,"",0.000000,"GPM",0.000000,"",,,"",,,08/15/2012,0800,0,"R Netz",
38,1,"NOF","20120715-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,07/15/2012,0800,0,"R Netz",
38,1,"NOF","20120615-5",11,"",0.000000,"GPM",0.000000,"",,,"",,,06/15/2012,0900,0,"R netz",
38,1,"NOF","20120515-5",11,"",0.000000,"GPM",0.000000,"",,,"",,,05/15/2012,0900,0,"R netz",
38,1,"NOF","20120415-5",11,"",0.000000,"GPM",0.000000,"",,,"",,,04/15/2012,0900,0,"R netz",
38,1,"NOF","20120315-F",11,"",0.000000,"GPM",0.000000,"",,,"",,,03/15/2012,0830,0,"rnetz",
38,1,"NOF","20120215-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,02/15/2012,0830,0,"rnetz",
38,1,"NOF","20120115-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,01/15/2012,0830,0,"rnetz",
38,1,"NOF","20111215-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,12/15/2011,0800,0,"rnetz",
38,1,"NOF","20111115-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,11/15/2011,0800,0,"rnetz",
38,1,"NOF","20111015-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,10/15/2011,0800,0,"rnetz",
38,1,"NOF","20110915-9",11,"",0.000000,"GPM",0.000000,"",,,"",,,09/15/2011,0830,0,"rnetz",
38,1,"NOF","20110815-B",11,"",0.000000,"GPM",0.000000,"",,,"",,,08/15/2011,0830,0,"rnetz",
